subjectId,name,type
50933,《唐诗三百首》赏读,语文
50552,唐宋词欣赏,语文
50751,化学选修1,化学
50754,化学选修4,化学
50721,The Book Thief,英语
50567,初级节奏欣赏与体验,艺术
50908,音响操作与现场录制,艺术
50478,地理必修3,地理
50948,数学必修3,数学
50571,数学选修2-1,数学
50712,足球初级,体育
50920,羽毛球初级,体育
50956,物理选修3-1,物理
50461,物理选修3-2,物理
50872,大学先修—电磁学,校本课程
50620,政治必修4,思想政治
47103,生物必修2（4）,生物
47509,化学必修2（2）,化学
47137,基础英语（Ender's Game)（1）,英语
47660,英语中级文学阅读（The Rosie Project）（2）,英语
47491,地理必修2（6）,地理
47299,男子田径,体育
47530,男女混合空竹初级,体育
47367,政治必修2（6）,思想政治
45413,多媒体技术（2）,信息技术
45258,数学必修4（9）,数学
48751,探秘机械传动,通用技术
45512,地板球初级（男）,体育
47105,生物选修3（2）,生物
47726,语文《鲁迅作品选读》（2）,语文
47714,语文《史记》人物传记选读（1）,语文
47513,化学选修2（1）,化学
47124,化学选修5（3）,化学
47610,数学选修2-2（2）,数学
47287,数学选修4-5,数学
47345,物理选修3-3,物理
47349,物理选修3-4（3）,物理
47632,物理选修3-5（2）,物理
47680,政治必修3（3）,思想政治
45365,《礼记》,语文
45188,化学选修1,化学
48254,化学选修4,化学
45201,英语初级文学阅读（3）,英语
45226,地理必修3,地理
45236,历史必修3,历史
45265,数学必修3（理）（7）,数学
48229,社区服务,社区服务
49198,叶广芩与90年代北京书写,语文
45160,空竹初级（1）,体育
48952,男女混合跆拳道,体育
48864,男子软式垒球,体育
49140,民乐体验与创编,艺术
48916,信息必修1,信息技术
49115,信息选修1,信息技术
49078,摄影,艺术
49188,英语必修4,英语
49144,数学选修4-1,数学
49184,英语必修1,英语
47959,男子足球1,体育
49187,通用必修1,通用技术
49185,通用必修2,通用技术
49186,英语必修2,英语
47849,探戈,艺术
49061,灯光操作（学段制）,艺术
49196,正心书院戏剧节剧组（学期制）,艺术
47595,生物选修1（7）,生物
47728,语文唐宋八大家文选（2）,语文
47756,语文《史记》人物传记选读（3）,语文
47127,化学选修5（6）,化学
47281,数学必修2-3（2）,数学
47300,男子田径,体育
45181,《唐诗三百首》赏读,语文
45186,化学选修1,化学
45227,地理必修3,地理
45264,数学必修3（理）（6）,数学
49074,历史必修3,历史
49170,书院杯篮球课,体育
45292,F班（特训）,体育
45298,物理选修3-2（1）,物理
45317,政治必修4（1）,思想政治
48288,粘土手工设计与制作,艺术
48057,男子篮球3,体育
48147,色彩课初级,艺术
49173,书院杯篮球训练课男生(诚意),体育
48571,男子篮球2,体育
49172,诚意书院戏剧节剧组（学期制）,艺术
47969,书籍设计,艺术
48835,男子羽毛球1,体育
47110,生物选修3（7）,生物
47763,语文中国现当代小说选,语文
47518,化学选修2（6）,化学
47655,英语中级文学阅读（Selection of Influential Speeches ）（3）,英语
47236,历史必修3（1）,历史
47615,数学选修2-2（7）,数学
47283,数学必修2-3（4）,数学
47351,物理选修3-4（5）,物理
47631,物理选修3-5（1）,物理
45122,生物必修3,生物
45130,《万历十五年》,语文
45187,化学选修1,化学
45369,英语中级文学阅读（6）,英语
45259,数学必修3（1）,数学
45303,物理选修3-2（6）,物理
48679,套色版画,艺术
49050,美术基础初级,艺术
48358,华尔兹,艺术
48508,男子田径,体育
48847,男子武术:散打1-刀,体育
52531,生物选修3,生物
52322,《史记》人物传记研读,语文
52516,化学选修2,化学
52203,化学选修5,化学
52217,The List,英语
52383,散打初级,体育
52696,空竹中级,体育
52232,物理选修3-4,物理
52213,政治必修3,思想政治
52487,自主科学实验,校本课程
50679,化学选修4,化学
50666,灯光设计,艺术
50807,空竹初级,体育
50623,物理选修3-3(热学研修),物理
52919,拓展活动,校本课程
50467,电子控制系统,综合技术
47138,基础英语（Ender's Game)（2）,英语
47657,英语中级文学阅读（The Glass Castle）（1）,英语
47188,致知书院舞蹈节剧组（学期）,艺术
47227,建筑及其设计,通用技术
47235,历史必修2（5）,历史
47549,男子乒乓球初级,体育
47337,男女混合空竹中级,体育
47340,物理必修2（1）,物理
45136,趣味化学实验设计,校本课程
45138,化学荣誉课程1,化学
45372,英语文学阅读1（1）,英语
45230,历史必修1,历史
48054,数学必修1,数学
45252,数学必修4（3）,数学
49120,《论语》研读,语文
312257,萨特，加缪，贝克特——存在主义与荒诞派文学研读,语文
312267,美国短篇小说选读,校本课程
312058,Spanish 6,校本课程
312227,性别与爱——家庭和校园中的性别现象,思想政治
55873,Short Stories Ⅰ,英语
56129,书院戏剧节,艺术
55953,历史必修3,历史
55994,希腊神话与悲剧研读,语文
56010,西方现代小说导读,语文
57003,Introduction to Linguistics,校本课程
57034,Spanish 5,校本课程
56038,数学建模,校本课程
57108,旱地冰球俱乐部,体育
55911,政治必修4,思想政治
52234,地理必修3,地理
52357,Jane Eyre,英语
57137,信息科学编程2,信息技术
52868,Spanish 4 Optional ELC,校本课程
52865,Latin 2,校本课程
51553,旱地冰球俱乐部,体育
52760,arduino互动创意设计,综合技术
50925,生物荣誉课程1,生物
50590,化学荣誉课程3,化学
50830,书院戏剧节,艺术
51451,Spanish 3,校本课程
51379,Latin 1,校本课程
50774,旱地冰球俱乐部,体育
50707,物理荣誉课程3,物理
47584,生物必修2（2）,生物
47719,语文《史记》人物传记选读（1）,语文
47715,语文西方古典名著选读（1）,语文
47130,化学荣誉课程2,化学
47143,英语中级文学阅读（短篇小说）（1）,英语
47218,地理必修2（4）,地理
47232,历史必修2（2）,历史
47793,Spanish 2 A,校本课程
47794,Spanish 2 B,校本课程
47475,Pride and Prejudice 导读,英语
47765,男女混合田径俱乐,体育
47627,物理必修2（3）,物理
45364,《圣经》四福音书与创世纪研读,语文
45193,英语文学阅读1（6）,英语
48213,平面设计(美术),艺术
49286,男子地板球1,体育
49252,欧阳修及他的时代,语文
45328,Frisbee Club,体育
45314,政治必修1（4）,思想政治
45401,明德书院戏剧节剧组学期课,艺术
45476,Spanish 1.1,其他
52501,生物选修3,生物
52331,《论语》研读,语文
52316,唐宋词欣赏,语文
52462,化学荣誉课程4,化学
52528,All the Light We Cannot See,英语
52250,英语基础语法,英语
51541,管乐团,艺术
52446,发动机模型与应用,通用技术
52523,数学选修2-2,数学
52209,数学选修2-3,数学
52526,政治必修3,思想政治
50512,红楼一梦,语文
50861,The Fault In Our Stars,英语
50548,管乐团,艺术
50477,地理必修3,地理
50582,历史必修3,历史
50982,人工智能及模式识别,信息技术
50463,物理选修3-2,物理
47742,语文《孟子》研读（3）,语文
47749,语文《唐诗三百首》赏读（2）,语文
47173,粘土手工设计与制作（中级）,艺术
47538,历史必修2（6）,历史
47606,数学必修2（7）,数学
45460,男、女混合地板球俱乐部1学年课,体育
47344,物理必修2（力学研修）（2）,物理
47675,政治必修2（3）,思想政治
45457,管乐团学年课,艺术
45257,数学必修4（8）,数学
49177,《礼记》,语文
49285,服装设计,通用技术
45294,物理必修1（1）,物理
45396,日语基础课程(2),校本课程
52422,演唱技巧(初级),艺术
52935,SpanishB,校本课程
52961,SpanishB,校本课程
52913,Calculus 1,校本课程
52354,美国的政治与法治,思想政治
50597,Selection of Biographies & Autobiographies,英语
50735,演唱技巧(中级),艺术
50581,历史必修3,历史
47589,生物选修1（1）,生物
47149,英语中级文学阅读（Selection of Influential Speeches ）（2）,英语
47175,演唱技巧中级1,艺术
47613,数学选修2-2（5）,数学
47338,艺术体操初级,体育
47678,政治必修3（1）,思想政治
45357,欧美流行音乐鉴赏,艺术
49069,女子地板球2,体育
47865,演唱技巧4,艺术
48961,编剧,艺术
47916,女子地板球1,体育
49091,校园歌曲编创,艺术
48314,演唱技巧1,艺术
48982,女子羽毛球1,体育
48843,演唱技巧2,艺术
52485,大学先修—中国古代文化,校本课程
52706,羽毛球高级,体育
52396,书院杯足球赛,体育
52895,物理选修1-1,物理
52541,政治选修3,思想政治
50586,唐宋八大家散文,语文
50513,红楼一梦,语文
50858,Divergent,英语
50673,插画,艺术
50901,吉他(初级),艺术
50476,地理必修3,地理
50927,烘焙技术,通用技术
50768,历史必修3,历史
50684,数学必修3,数学
50713,足球初级,体育
50819,书院篮球赛事,体育
50968,政治必修4,思想政治
50967,政治选修2,思想政治
47743,语文《唐诗三百首》赏读（1）,语文
47119,化学必修2（4）,化学
47536,历史必修2（4）,历史
47271,数学必修5（3）,数学
47322,女子足球中级,体育
45137,化学荣誉课程1,化学
45373,英语文学阅读1（10）,英语
45220,地理必修1,地理
45244,电视节目制作,信息技术
49318,影视导演课程,艺术
48523,女子足球1,体育
45278,田径（4）,体育
52540,生物选修3,生物
52318,唐宋八大家散文,语文
52225,Short Stories 1,英语
52513,数学选修2-2,数学
52370,羽毛球高级,体育
52912,arduino互动创意设计,综合技术
50803,《古文观止》选读,语文
50892,国文基础阅读(文言文部分),语文
50813,Everything I Never Told You,英语
50572,数学必修3,数学
50569,数学选修2-1,数学
50791,田径,体育
50624,物理选修3-1(电学研修),物理
50466,电子控制系统,综合技术
47725,语文《史记》人物传记选读（2）,语文
47668,英语中级文学阅读（The Fault in Our Stars）（2）,英语
47341,物理必修2（2）,物理
45376,木工结构连接技术,通用技术
47905,演唱技巧1,艺术
45155,足球中级（男）（2）,体育
45407,无伴奏人声合唱1学期课(1),艺术
312175,金刚经研读,语文
312064,航空航天知识入门,校本课程
312273,影视特效制作,信息技术
312037,Spanish 2,校本课程
56073,沙画表演,艺术
55995,《庄子》研读,语文
57004,Spanish I – Beginning Spanish,校本课程
56035,微积分1,校本课程
52549,生物选修3,生物
52226,化学选修5,化学
52711,书籍设计,艺术
52456,数学荣誉课程4,数学
52373,空竹初级,体育
52465,大学先修—力学,校本课程
52449,创意电子,综合技术
50700,生物必修3,生物
50722,The Unlikely Pilgrimage of Harold Fry,英语
50759,乒乓球初级,体育
50761,乒乓球中级,体育
47761,语文《老子》研读,语文
47156,英语中级文学阅读（Vicious 阅读欣赏）,英语
47486,地理必修2（1）,地理
47780,3D建模与动画制作,通用技术
47304,男子羽毛球中级,体育
47557,男女混合羽毛球高级,体育
47361,相对论,校本课程
45219,地理必修1,地理
45270,数学荣誉课程1(2),数学
49083,男子田径,体育
45151,软式垒球初级（男）,体育
47106,生物选修3（3）,生物
47122,化学选修5（1）,化学
47140,高二基础英语,英语
47211,摄影,艺术
47263,日语初级选修1,校本课程
45454,男、女混合跆拳道俱乐部,体育
47352,物理选修3-4（6）,物理
47636,物理选修3-5（6）,物理
45509,化学选修1,化学
49169,《孟子》研读,语文
48303,历史必修3,历史
49143,女子空竹,体育
48091,英语文学阅读5,英语
48142,女子跆拳道1,体育
48306,平面设计(美术),艺术
49189,英语必修3,英语
49195,正心书院舞蹈节剧组(学期制),艺术
49199,女子空竹,体育
49108,研究性学习活动1,研究性学习活动
49133,戏剧表演,艺术
49146,高一新生适应与自我成长,校本课程
48659,女子乒乓球1,体育
48046,女子田径,体育
48300,柏拉图著作选读II,校本课程
52326,国文基础阅读(文言文部分),语文
52514,We were Liars,英语
52680,跆拳道中级,体育
52374,艺术体操中级,体育
52503,物理选修3-5·理研修,物理
50610,生物必修3,生物
50647,中国现当代小说选读,语文
50753,化学选修1,化学
50885,人工智能及模式识别,信息技术
50458,数学荣誉课程3,数学
50790,田径,体育
50649,跆拳道初级,体育
50618,政治必修4,思想政治
47587,生物必修2（5）,生物
47736,语文《古文观止》研读（1）,语文
47131,化学荣誉课程2,化学
47665,英语中级文学阅读（Vicious 阅读欣赏）（1）,英语
47229,室内设计（1）,通用技术
47534,历史必修2（2）,历史
47289,数学荣誉课程2（1）,数学
45455,舞蹈团学年课,艺术
45256,数学必修4（7）,数学
45339,Frisbee,体育
45386,大学先修中国通史(古代部分)(学期制),校本课程
52337,国文基础阅读(诗歌部分),语文
52643,基础写作,语文
52197,地理选修3,地理
52205,历史选修1,历史
52483,大学先修—中国通史古代部分,校本课程
52191,数学选修1-1,数学
52504,数学集合与函数,校本课程
52371,篮球初级,体育
50608,生物必修3,生物
50516,红楼一梦,语文
50738,混声合唱团,艺术
50687,数学选修1-2,数学
47120,化学必修2（5）,化学
47139,基础英语（Ender's Game)（3）,英语
47666,英语中级文学阅读（Vicious 阅读欣赏）（2）,英语
47576,欧美流行音乐赏析,艺术
47537,历史必修2（5）,历史
47677,政治必修2（5）,思想政治
45131,化学必修1,化学
52638,国文基础阅读(诗歌部分),语文
52321,中国现当代散文欣赏,语文
52202,The Joy Luck Club,英语
52561,数学选修4-1,数学
52247,数学选修4-4,数学
50611,生物必修3,生物
50642,中国现当代小说选读,语文
50816,The Kite Runner,英语
50926,烘焙技术,通用技术
50764,历史必修3,历史
50710,足球初级,体育
50952,物理选修3-1,物理
50965,政治必修4,思想政治
47755,语文《孟子》研读（3）,语文
47646,演讲与表达,艺术
47535,历史必修2（3）,历史
47255,avs滤镜与x264视频编码,信息技术
47574,男女混合羽毛球初级,体育
45345,水煮蛋设计工作室学年课,艺术
48684,编剧,艺术
49300,政治必修1,思想政治
47757,语文《唐诗三百首》赏读（3）,语文
47671,粘土手工设计与制作（初级）,艺术
47492,地理必修3,地理
47370,政治必修3（3）,思想政治
45127,唐宋八大家散文,语文
49136,男子乒乓球1,体育
48494,素描与造型基础(中级),艺术
48117,男子羽毛球3,体育
48289,美术基础初级,艺术
48717,男子篮球1,体育
52339,国文基础阅读(文言文部分),语文
52244,数学选修4-4,数学
52394,柔道中级,体育
52964,健身课,体育
52452,arduino互动创意设计,综合技术
51001,《孟子》研读,语文
50750,化学选修4,化学
50475,大学先修-地球科学概论,校本课程
50792,田径,体育
50633,创意电子,综合技术
47520,英语初级文学阅读（1）,英语
47155,英语中级文学阅读（The Glass Castle）（2）,英语
47191,明德书院舞蹈节剧组（学期）,艺术
47500,多媒体技术（2）,信息技术
45204,演唱技巧(中级),艺术
48551,地理必修1,地理
47999,《菊与刀》研读,思想政治
45156,柔道初级（女）,体育
312027,自然的馈赠：生物研究中的植物,校本课程
56112,戏剧表演,艺术
57141,混声合唱团,艺术
56007,电影经典研读(二),语文
56004,《霍乱时期的爱情》—加西亚·马尔克斯研读,语文
56017,近代中国女性与社会,历史
55669,英语写作,校本课程
56052,普通生物学,校本课程
52363,DNA生物技术及实验,校本课程
52360,汉字研究,语文
51550,混声合唱团,艺术
52666,《瓦尔登湖》研读,语文
52869,Fantasy and Science Fiction-Popular Culture and Philosophy 1,校本课程
52693,羽毛球中级,体育
52825,Nature observation by Mr.Ni.ELC,校本课程
52671,性别与社会——媒体中的性别呈现,思想政治
50874,素描(初级),艺术
50739,平面设计,艺术
50530,《边城》及其他-沈从文研读,语文
50998,中国手语,校本课程
50568,数学必修3,数学
50788,羽毛球初级,体育
50820,书院篮球赛事,体育
47112,生物荣誉课程2（2）,生物
47777,3D建模与动画制作,通用技术
47258,走出校园实用英文（1）,校本课程
47308,女子乒乓球初级,体育
45358,生物荣誉课程1,生物
45206,吉他(初级),艺术
45393,思考的力量批判型思维基础讲解与运用,校本课程
48984,女子柔道1,体育
45157,柔道中级（女）,体育
45296,物理必修1（3）,物理
52653,国文基础阅读(文言文部分),语文
52457,化学荣誉课程4,化学
52498,基础英语写作II,英语
52554,数学选修4-1,数学
52249,数学选修4-4,数学
50588,化学荣誉课程3,化学
50575,数学选修2-1,数学
50771,田径,体育
47764,语文中国现当代文学中的城市书写,语文
47152,英语中级文学阅读（The Rosie Project）（2）,英语
47198,戏剧表演,艺术
47558,女子地板球初级,体育
47547,女子篮球初级,体育
45179,鲁迅作品选读,语文
45232,历史必修1,历史
49303,物理必修1(力学),物理
45381,大学先修中国古代文化(学期制),校本课程
45456,钢琴演奏工作室（学期制）,艺术
312056,Animal Behavior,校本课程
312046,American Business Law and Ethics,校本课程
312060,Cybergraphics: Making Art with Photoshop,校本课程
56213,互动电子,通用技术
56008,《边城》及其他-沈从文研读,语文
56042,数学建模,校本课程
52921,Introduction to Economics,校本课程
52659,英语写作,英语
52353,希腊神话与悲剧研读,语文
50882,生物荣誉课程1,生物
50847,戏剧社,艺术
50898,健美操初级,体育
47672,粘土手工设计与制作（初级）,艺术
47603,数学必修2（4）,数学
47273,数学必修5（5）,数学
47570,女子田径,体育
47342,物理必修2（3）,物理
45451,戏剧社学年课,艺术
45118,美国BSCS生物实验课程1,校本课程
45224,地理必修1,地理
49095,数学必修1,数学
45254,数学必修4（5）,数学
45513,地板球初级（女）,体育
52238,Short Stories 1,英语
52692,跆拳道中级,体育
52400,书院杯足球赛,体育
50510,鲁迅作品选读,语文
50457,数学荣誉课程3,数学
50778,大学先修—微积分1,校本课程
50772,旱地冰球初级,体育
50648,跆拳道初级,体育
50625,物理选修3-2(电学研修),物理
50622,物理选修3-3(热学研修),物理
47667,英语中级文学阅读（The Fault in Our Stars）（1）,英语
47290,数学荣誉课程2（2）,数学
47317,男女混合足球赛事,体育
45211,戏剧表演,艺术
45152,软式垒球初级（女）,体育
47594,生物选修1（6）,生物
47107,生物选修3（4）,生物
47126,化学选修5（5）,化学
47611,数学选修2-2（3）,数学
47282,数学必修2-3（3）,数学
47545,男女混合空竹中级,体育
47369,政治必修3（2）,思想政治
47932,女子田径,体育
45490,乒乓球高级（男女混合）,体育
45320,政治必修4（4）,思想政治
49080,演唱技巧3,艺术
48969,女子乒乓球2,体育
49123,美国BSCS生物实验I,校本课程
49137,戏剧表演,艺术
48092,女子武术:防身术2-太极拳,体育
48792,民乐体验与创编,艺术
48656,演唱技巧（学段制）,艺术
49197,4单元足球杯女足（行知学院）,体育
53018,地理高考复习3,校本课程
53019,地理高考复习4,校本课程
53020,历史高考复习3,校本课程
53021,历史高考复习4,校本课程
53026,政治高考复习3,校本课程
53027,政治高考复习4,校本课程
53008,地理高考复习1,校本课程
53009,地理高考复习2,校本课程
53006,历史高考复习1,校本课程
53007,历史高考复习2,校本课程
53004,政治高考复习1,校本课程
53005,政治高考复习2,校本课程
47512,化学选修1,化学
47147,英语中级文学阅读（The Unlikely Pilgrimage of Harold Fry ）（3）,英语
47221,地理选修3（3）,地理
47494,地理选修5（1）,地理
47239,历史选修3（1）,历史
47539,历史选修4（1）,历史
47279,数学选修1-1（2）,数学
47526,集合与函数（2）,校本课程
47563,女子乒乓球初级,体育
47682,政治选修3（5）,思想政治
45161,历史选修1,历史
45267,数学选修1-2（文）（2）,数学
48089,物理选修1-1,物理
48852,数学必修3,数学
45321,政治选修2（1）,思想政治
48579,套色版画,艺术
48283,粘土手工设计与制作,艺术
48584,女子地板球2,体育
49067,吉他中级,艺术
48221,插画（学段制）,艺术
48742,音乐剧剧目（学期制）,艺术
48605,女子乒乓球1,体育
48035,柏拉图著作选读I,校本课程
48291,女子空竹1,体育
47123,化学选修5（2）,化学
47148,英语中级文学阅读（Selection of Influential Speeches ）（1）,英语
47219,地理必修3（1）,地理
47238,历史必修3（2）,历史
47265,中国古代文化,校本课程
47302,男女混合田径俱乐,体育
47637,物理选修3-5（7）,物理
45185,远古的蹏迒——《说文解字》研读,语文
45165,无机化学实验（2）,校本课程
45205,演唱技巧(中级),艺术
45246,日语初级选修,校本课程
49072,男子软式垒球,体育
48167,《史记》人物选读与探究,语文
49047,英语文学阅读5,英语
48479,北京的变迁,校本课程
48009,男子乒乓球2,体育
49064,高中物理拓展实验I,校本课程
48232,男子武术:散打1-刀,体育
49071,物理选修3-3,物理
48437,男子地板球1,体育
47890,戏剧表演（学段制),艺术
48607,男子排球1,体育
47206,电影艺术基础,艺术
48615,女子篮球1,体育
48295,女子跆拳道1,体育
49138,女子排球1,体育
49119,民乐体验与创编小组,艺术
52478,生物荣誉课程2,生物
52391,乒乓球初级,体育
52683,乒乓球中级,体育
52242,物理选修3-4,物理
52551,物理选修3-5,物理
50976,舞蹈团,艺术
50795,田径,体育
50805,空竹初级,体育
50464,物理选修3-1,物理
47737,语文《红楼梦》赏读（3）,语文
47501,服装设计,通用技术
47604,数学必修2（5）,数学
47277,数学必修5（9）,数学
47562,女子篮球中级,体育
47485,当法律遇到爱阅读《李尔王》,语文
48242,女子跆拳道1,体育
45290,跆拳道中级（女）,体育
47104,生物选修3（1）,生物
47150,英语中级文学阅读（Selection of Influential Speeches ）（3）,英语
47609,数学选修2-2（1）,数学
48101,女子武术、防身术1、剑,体育
49051,插画初级,艺术
48880,民乐团(学期制),艺术
49057,民乐体验与创编2,艺术
1016611,社区服务6(2018届),社区服务
1016613,研究性学习6(2018届),研究性学习活动
1016615,社会实践6(2018届),社会实践
1005407,语文高考复习1,校本课程
1010204,语文高考复习2,校本课程
350452,社区服务5(2018届),社区服务
1005417,英语高考复习1,校本课程
1010210,英语高考复习2,校本课程
1005429,地理高考复习1,校本课程
1010194,地理高考复习2,校本课程
1005431,历史高考复习1,校本课程
1010196,历史高考复习2,校本课程
1005423,数学高考复习1,校本课程
1010216,数学高考复习2,校本课程
1005433,政治高考复习1,校本课程
1010198,政治高考复习2,校本课程
312181,国文基础阅读(诗歌部分),语文
312220,基础写作(议论文专题),写作
307630,公民课程,校本课程
311737,化学选修1（文）,化学
311806,Short Stories Ⅲ,英语
311778,地理必修3,地理
311826,地理选修3,地理
311805,地理选修5,地理
311719,历史选修1,历史
311821,历史选修4,历史
312276,旱地冰球初级,体育
312088,男子羽毛球初级,体育
311810,物理选修1-1,物理
311782,政治必修3,思想政治
311783,政治选修3,思想政治
55924,生物必修3,生物
55626,基础写作,写作
57089,公民课程,校本课程
55871,Short Stories Ⅰ,英语
55941,Short Stories Ⅱ,英语
55797,地理必修1,地理
55881,历史必修3,历史
318276,研究性学习3(2018届),研究性学习活动
56241,计算机动画设计与制作,信息技术
55886,数学必修3,数学
55965,数学选修1-2,数学
55895,数学选修2-1,数学
56165,软式棒垒球初级,体育
57102,健身课,体育
55916,政治必修4,思想政治
55985,政治选修2,思想政治
321612,社会实践3(2018届),社会实践
52258,生物必修2,生物
52635,中国现当代散文欣赏,语文
51522,公民课程,校本课程
52308,化学必修2,化学
52265,The Chronicles of Narnia,英语
52613,地理必修2,地理
57097,研究性学习2(2018届),研究性学习活动
52574,数学必修2,数学
52303,数学必修5,数学
52605,物理必修2,物理
52292,政治必修2,思想政治
53028,心智活动,校本课程
50959,生物必修1,生物
50456,化学必修1,化学
50691,人工智能及模式识别,信息技术
50941,数学必修4,数学
50545,物理必修1,物理
50619,政治必修4,思想政治
324879,军训(2018届),社会实践
47721,语文《鲁迅作品选读》（2）,语文
47117,化学必修2（2）,化学
47659,英语中级文学阅读（The Rosie Project）（1）,英语
47217,地理必修2（3）,地理
47233,历史必修2（3）,历史
47375,中国通史古代部分,校本课程
47324,男子篮球初级,体育
47546,男子篮球中级,体育
45175,生物必修1,生物
45342,《清平山堂话本》研读,语文
45144,高一英语基础课（3）,英语
45344,平面设计,艺术
48868,书院自治工作坊(学期制),校本课程
45405,格物书院戏剧节剧组学期课,艺术
312045, Ecology and Evolution,校本课程
307605,English Humanity Seminar 3,校本课程
312350,沙画表演,艺术
312328,书院舞蹈节,艺术
307617,IRP 3,校本课程
312035,Statistics Projects,校本课程
312043,Calculus — From Derivatives to Integrals,校本课程
307639,足球俱乐部,体育
