subjectId,name,type
56998,International Macro Economics II,校本课程
57005,English Humanity Seminar 3,校本课程
57033,Media workshop,校本课程
57025,IRP 3,校本课程
55690,中国手语,校本课程
57041,Stats: modeling the world,校本课程
57110,足球俱乐部,体育
52857,周易,校本课程
51520,公民课程,校本课程
51583,English Humanity Seminar 2,校本课程
52496,书院舞蹈节,艺术
52967,IRP 2,校本课程
52858,Calculus 1,校本课程
52830,"Age of Enlightenment: Self, Society, and Justice",校本课程
52838,Politics and Media,校本课程
47696,公民课程,校本课程
51416,Chemistry-third science,校本课程
50562,初级节奏欣赏与体验,艺术
50907,音响操作与现场录制,艺术
51387,Integrated Maths 2,校本课程
47396,Biology 1.4 SL,生物
47395,Chinese/Humanities 1.1,语文
47447,English/Humanities 1.4,英语
47479,编剧,艺术
47410,Modern World History 1.4,历史
47423,Integrated Math 1.4 SL,数学
47470,Physics 1.2 SL,物理
45216,摄影,艺术
48527,理解传统中国,思想政治
52509,生物选修3,生物
52527,We were Liars,英语
52555,数学选修4-1,数学
52251,数学选修4-4,数学
50701,生物必修3,生物
50645,《论语》研读,语文
50508,鲁迅作品选读,语文
50905,建筑及其设计,通用技术
50574,数学必修3,数学
50964,政治必修4,思想政治
47740,语文西方古典名著选读（2）,语文
47260,实用日语（学期）,校本课程
47673,政治必修2（1）,思想政治
45180,《孟子》研读,语文
45212,电影艺术基础,艺术
52631,唐宋八大家散文,语文
52319,红楼一梦,语文
52194,The Joy Luck Club,英语
52425,摄影,艺术
52695,乒乓球初级,体育
52378,跆拳道初级,体育
52207,物理选修3-4研修,物理
50893,《史记》人物传记研读,语文
50728,中国现当代散文欣赏,语文
47698,公民课程,校本课程
50711,足球初级,体育
47490,地理必修2（5）,地理
45514,民乐团学年课,艺术
45374,英语文学阅读1（11）,英语
45222,地理必修1,地理
45233,历史必修1,历史
49037,人类的群星闪耀时,语文
52340,美学散步,语文
52537,Short Stories 2,英语
52441,建筑及其设计,通用技术
52304,历史必修2,历史
50506,《论语》研读,语文
50755,化学选修1,化学
50828,书院戏剧节,艺术
50888,软式棒垒球初级,体育
47102,生物必修2（3）,生物
47727,语文《红楼梦》赏读（2）,语文
47162,演讲与表达,艺术
47167,素描（中级）,艺术
47607,数学必修2（8）,数学
47332,男子柔道初级,体育
47674,政治必修2（2）,思想政治
45242,算法与程序设计（VB）（2）,信息技术
48127,思考的力量:批判型思维基础讲解与运用,校本课程
47590,生物选修1（2）,生物
47747,语文现当代散文名作欣赏（3）,语文
47519,化学选修2（7）,化学
47326,男子篮球初级,体育
47325,男子篮球中级,体育
45121,生物必修3,生物
45107,化学选修1,化学
49147,男子乒乓球1,体育
45279,羽毛球初级（男）,体育
48786,男子乒乓球2,体育
49166,戏剧表演,艺术
49159,男子篮球2,体育
48971,男子田径,体育
47523,吉他（初级）,艺术
47353,物理选修3-4（7）,物理
47368,政治必修3（1）,思想政治
45389,英语初级文学阅读（2）,英语
48909,书院杯篮球课,体育
45299,物理选修3-2（2）,物理
45402,灯光操作学期课,艺术
48570,数学选修4-5,数学
49043,书院杯篮球训练课男生(格物),体育
48808,物理选修3-3,物理
48421,男子乒乓球1,体育
55634,鲁迅作品选读,语文
56245,Java程序设计,信息技术
55793,英语写作,校本课程
57116,羽毛球俱乐部,体育
52654,美学散步,语文
51554,羽毛球俱乐部,体育
52665,《叫魂1768年中国妖术大恐慌》导读,思想政治
51329,Biotechnology,校本课程
50993,《古文观止》选读,语文
50992,C语言程序设计,信息技术
50789,羽毛球俱乐部,体育
50640,自杀与美好生活《浮生取义》导读,思想政治
47205,电影艺术基础,艺术
47489,地理必修2（4）,地理
47355,物理荣誉课程2（2）,物理
45308,物理荣誉课程1（2）,物理
47516,化学选修2（4）,化学
47663,英语中级文学阅读（The Unlikely Pilgrimage of Harold Fry ）（1）,英语
47160,英语高级文学阅读（Everything I Never Told You）（3）,英语
47635,物理选修3-5（5）,物理
45182,《唐诗三百首》赏读,语文
48307,北大人文讲堂,校本课程
49059,格物书院戏剧节剧组（学期制）,艺术
48985,平面设计(美术),艺术
48120,男子羽毛球2,体育
49084,高中物理拓展实验II,校本课程
49085,高中物理拓展实验I,校本课程
49082,男子乒乓球1,体育
47240,历史选修3（2）,历史
47525,集合与函数（1）,校本课程
47565,女子乒乓球中级,体育
47548,女子篮球中级,体育
47683,政治选修3（6）,思想政治
45371,《孟子》研读,语文
45162,历史选修1,历史
45266,数学选修1-2（文）（1）,数学
45287,足球初级（女）,体育
45322,政治选修2（2）,思想政治
48296,女子田径,体育
49118,信息选修2,信息技术
312249,影视特效制作,信息技术
56220,结构及设计,通用技术
52723,粘土手工设计与制作(中级),艺术
52672,性别研究,校本课程
52453,APP应用开发(初级),信息技术
52761,APP应用开发(高级),信息技术
52233,数学选修2-3,数学
52361,性别与爱——家庭和校园中的性别现象,思想政治
50827,书院戏剧节,艺术
50758,乒乓球初级,体育
50762,乒乓球中级,体育
47767,语文《唐宋词选读》,语文
47165,服饰文化研究,艺术
47598,书籍设计,艺术
47199,音响操作与现场录制,艺术
47689,综合地理科学2（1）,地理
47276,数学必修5（8）,数学
47550,男子乒乓球初级,体育
47336,男女混合空竹初级,体育
49270,《梁启超与中国近代思想》,历史
45539,健身课,体育
52223,物理选修3-4研修,物理
50727,中国现当代散文欣赏,语文
50720,The Unlikely Pilgrimage of Harold Fry,英语
50995,英语语法,英语
50549,钢琴演奏工作室3(学期),艺术
50765,历史必修3,历史
50950,数学必修3,数学
50951,数学选修2-1,数学
50808,空竹初级,体育
47759,语文《史记》人物传记选读（2）,语文
47510,化学必修2（3）,化学
47555,男子田径,体育
47364,政治必修2（3）,思想政治
45209,西方音乐史,艺术
45166,北大科学讲堂,校本课程
47575,女子软式垒球初级,体育
45319,政治必修4（3）,思想政治
47820,微观经济学,校本课程
48588,女子地板球3,体育
48664,女子地板球1,体育
48281,女子武术、防身术1、剑,体育
50551,《孟子》研读,语文
50532,《瓦尔登湖》研读,语文
50639,中国法律与中国社会,思想政治
47745,语文《论语》研读,语文
47768,语文《唐宋词选读》,语文
47278,数学选修1-1（1）,数学
47373,元培政治学（1）,思想政治
47773,《经济学原理》（宏观部分）,思想政治
47846,法律是什么？,思想政治
48660,三国演义vs三国志,语文
49204,生物荣誉课程2(学段制),生物
45349,《理解国际冲突》导读,思想政治
48873,数学必修5-SL,数学
48791,英语必修3-SL,英语
48892,生物必修1(SL),生物
49238,无机化学3(SL),化学
48857,男子排球1,体育
49215,物理必修1-HL,物理
48781,中外古代史,历史
49243,数学必修1-SL,数学
49205,数学必修4-SL,数学
49240,英语必修2-SL,英语
49223,自然地理学,地理
49113,男子地板球1,体育
49102,编剧,艺术
48563,男子篮球1,体育
47220,地理选修3（2）,地理
47226,服装设计（2）,通用技术
47268,The Great Gatsby 导读,英语
45184,十九种凝视——《古诗十九首》研读,语文
45249,矩阵与变换,校本课程
48013,数学选修4-5,数学
47921,The Happy Prince and Other Tales 导读,英语
45293,类比的哲学物理学研究,物理
45394,情绪与压力管理,校本课程
48016,研究性学习活动3,研究性学习活动
48259,女子柔道1,体育
48134,政治必修3,思想政治
48488,物理选修3-4,物理
48489,插画中级,艺术
48486,数学选修2-1,数学
48141,英语必修5,英语
48477,美术基础（学段制）,艺术
47851,生物必修3,生物
48272,历史必修3,历史
48478,女子地板球2,体育
47970,数学必修3,数学
48482,地理必修3,地理
47924,社会实践2,社会实践
48483,语文必修5,语文
48480,女子足球1,体育
48326,政治必修4,思想政治
47908,心智培训,校本课程
47223,综合地理科学1（2）,地理
47247,聊斋志异研读,语文
47766,Web 开发技术——Ruby 实现,信息技术
45248,中学数学建模,校本课程
48304,工笔画初级,艺术
48876,男子软式垒球,体育
48877,男子田径,体育
48002,数学选修2-1,数学
48831,男子羽毛球2,体育
48308,研究性学习活动2,研究性学习活动
47840,数学必修3,数学
48184,历史必修2,历史
48297,高一新生适应与自我成长,校本课程
48193,历史必修1,历史
48182,物理必修1,物理
47711,语文《鲁迅作品选读》（1）,语文
47159,英语高级文学阅读（Everything I Never Told You）（2）,英语
47495,地理选修5（2）,地理
47540,历史选修4（2）,历史
47303,女子羽毛球中级,体育
48322,文化地理专题,地理
49103,发明与制作,校本课程
49212,英语必修4-HL,英语
49093,高中物理拓展实验II,校本课程
48870,生物必修1(SL),生物
48011,性别研究,校本课程
48777,书院杯篮球训练课女生(元培),体育
49256,通用技术必修2,通用技术
48906,数学必修1-SL,数学
49249,数学必修4-SL,数学
49206,元培书院戏剧节剧组（学期制）,艺术
49216,化学必修1HL,化学
307612,English Humanity Seminar 3,校本课程
312057,Introduction to the Middle East Refugee Crisis,校本课程
57021,English Humanity Seminar 3,校本课程
57023,IRP 3,校本课程
57016,Beyond Beauty: Wisdom of the Ages from the World of Poetry,校本课程
57027,Simone de Beauvoir,校本课程
52846,Seven elements of art,校本课程
52852,二十世纪外国小说选读,校本课程
51603,Chemistry 2,校本课程
52827,History of western music,校本课程
52873,极限飞盘,体育
50978,现代舞体验课,艺术
50576,编剧,艺术
50913,摄影,艺术
51367,Dream Deferred: The Power and Limitations of Social Activism in our Era of the New Jim Crow and Colo,校本课程
51368,The Rise and Fall of Rome,校本课程
51388,Integrated Maths 2,校本课程
51492,健身课,体育
47437,Chinese/Humanities 1.5,语文
47421,English/Humanities 1.5,英语
47448,Modern World History 1.5,历史
47399,Integrated Math 1.2 HL,数学
47426,Track 1.1,体育
45398,新民书院戏剧节剧组学期课,艺术
52847,"Painting from Nature, Watercolor and Ecology",校本课程
51588,English Humanity Seminar 3,校本课程
51537,柔道俱乐部,体育
51323,Painting,校本课程
51355,English Humanity Seminar 3,校本课程
51424,Mine craft,校本课程
50452,柔道俱乐部,体育
47445,Humanities 2.3,/
45461,男、女混合 柔道俱乐部1学年课,体育
48215,素描与造型基础(初级),艺术
45325,心灵减压课,校本课程
45391,大学先修课普通地质学(学期制),校本课程
45379,Chemistry 1A.1 HL,化学
45422,Humanities 2.3,/
45167,Integrated Math 2.3 SL,数学
45420,International Politics,思想政治
45440,Speak Up!,其他
47896,男子柔道1,体育
51446,语文I(学期课),语文
49278,生物必修1,生物
49275,数学I(学期制),数学
51585,English Humanity Seminar 3,校本课程
51419,Statistics and Probability 1,校本课程
51409,Fantasy & SciFi,校本课程
47444,Humanities 2.1,校本课程
45380,Chemistry 1A.2 SL,化学
45419,Humanities 2.1,/
45482,Integrated Math 2.4 SL,数学
45429,Conceptual Oil Painting,艺术
45428,Pencil and Charcoal Drawing,艺术
48309,女子篮球1,体育
307614,IRP 3,校本课程
314137,Game Theory,校本课程
307650,Track & Field,体育
56994,Animal Behavior,校本课程
57026,IRP 3,校本课程
57038,Statistics: Open the Toolbox of Scientists,校本课程
57128,Track & Field,校本课程
52184,Biology 2,校本课程
51580,English Humanity Seminar 2,校本课程
52343,基础日语(上),校本课程
52837,Track & Field,体育
51418,Food Culture,校本课程
51399,飞盘俱乐部,校本课程
51493,Track & Field,体育
51413,Entrepreneurship 1,校本课程
47469,Chemistry 1.4 SL,化学
47431,Integrated Math 1.5 SL,数学
49104,男子羽毛球1,体育
52916,基础写作,语文
52722,沙画表演,艺术
52522,数学集合与函数,校本课程
52709,空竹初级,体育
50909,音响操作与现场录制,艺术
50578,配音,艺术
50474,地理必修3,地理
50991,C语言程序设计,信息技术
50853,数学必修4,数学
50823,书院篮球赛事,体育
47521,英语初级文学阅读（2）,英语
47253,简单学JAVA,信息技术
47605,数学必修2（6）,数学
47561,女子篮球初级,体育
45276,田径（2）,体育
45395,日语基础课程(1),校本课程
52732,国乐欣赏与体验,艺术
52200,数学选修2-3,数学
52558,数学选修4-1,数学
52367,田径,体育
52703,足球中级,体育
50599,Selection of Biographies & Autobiographies,英语
50614,APP应用开发(初级),信息技术
50500,篮球俱乐部,体育
50709,近代物理中的理论推导,校本课程
50708,近代物理理论应用,校本课程
47314,男女混合足球赛事,体育
45353,红楼一梦,语文
45208,吉他(中级),艺术
48872,生物必修1,生物
47746,语文唐宋八大家文选（3）,语文
47128,化学选修5（7）,化学
47311,女子乒乓球中级,体育
48860,女子软式垒球,体育
47962,美术基础,艺术
48691,黑白版画,艺术
48018,女子空竹2,体育
47760,语文《唐诗三百首》赏读（3）,语文
47146,英语中级文学阅读（The Unlikely Pilgrimage of Harold Fry ）（2）,英语
47256,日语2（学期课）,校本课程
47321,男子足球中级,体育
45368,英语初级文学阅读（1）,英语
48606,男子足球2,体育
48903,声乐表演,艺术
48098,影视制作技能与编导-纪录片方向,艺术
49178,大学先修计算概论,校本课程
49200,4单元足球杯男足（行知学院）,体育
47305,男女混合羽毛球高级,体育
45268,数学选修4-5,数学
45150,羽毛球高级（男女混合）,体育
48292,女子排球1,体育
48593,女子羽毛球1,体育
48318,女子健美操、瑜伽2,体育
48889,舞蹈剧组（学期制）,艺术
48022,社会实践2,社会实践
52697,散打初级,体育
52535,物理选修3-5·理研修,物理
50511,鲁迅作品选读,语文
50848,发动机模型与应用,通用技术
47522,英语初级文学阅读（3）,英语
47676,政治必修2（4）,思想政治
52556,数学选修4-1,数学
52562,数学选修4-5,数学
52704,足球初级,体育
50688,数字素养,信息技术
50822,书院篮球赛事,体育
47577,区域地理,地理
47250,多媒体技术（1）,信息技术
52730,素描(中级),艺术
52430,编剧,艺术
52420,摄影,艺术
52745,网络安全,信息技术
52864,Spanish 2 Optional ELC,校本课程
52831,Writing Poetry,校本课程
52694,篮球高级,体育
50531,《诗经》研读,语文
50496,大学先修—概率统计,校本课程
51411,Propaganda and Power,校本课程
47651,英语高级文学阅读（Everything I Never Told You）（1）,英语
47222,综合地理科学1（1）,地理
47690,综合地理科学2（2）,地理
47776,建筑模型设计俱乐,通用技术
47257,中国手语,校本课程
47384,自杀与美好生活《浮生取义》导读,语文
45517,生物荣誉课程2,生物
45139,化学荣誉课程3 HL,化学
45510,素描(初级),艺术
45239,中国近现代史（2）,历史
45272,数学荣誉课程3HL,数学
45424,Love and Humanity,英语
49221,数学必修2-SL,数学
49207,无机化学4(HL),化学
48027,摄影,艺术
49203,无机化学3-HL,化学
49214,无机化学2-HL,化学
49210,通用必修1,通用技术
49209,物理必修2-HL,物理
52411,编剧,艺术
52762,机械工程,通用技术
51545,服装俱乐部,通用技术
52347,基础日语(下),校本课程
52915,Mixed Media,校本课程
50876,色彩,艺术
50875,素描(中级),艺术
50730,演唱技巧(初级),艺术
50671,服装俱乐部,通用技术
51007,日语基础课程,校本课程
51376,Spanish Level 1,校本课程
47114,元培生物SL4（2）,生物
47132,化学荣誉课程4HL,化学
47142,英语初级文学阅读（Looking For Alaska ）（2）,英语
47296,微积分2（2）,校本选修
47482,初等概率论,校本课程
45462,男、女混合羽毛球俱乐部1学年课,体育
45367,生物荣誉课程2,生物
45217,摄影,艺术
48698,理论生态学与建模,校本课程
49244,物理选修3-1-HL,物理
49245,生物必修1(SL),生物
48149,女子羽毛球3,体育
48968,女子羽毛球2,体育
49323,插画,艺术
47542,林传甲《中国文学史》,校本课程
45124,生物荣誉课程2,生物
45198,英语中级文学阅读（2）,英语
45323,元培经济学（1）,思想政治
52218,化学选修5,化学
50598,Selection of Influential Speeches,英语
50570,数学必修3,数学
47170,平面设计,艺术
47581,摄影,艺术
47619,算法与程序设计（VB）（1）,信息技术
47626,物理必修2（2）,物理
45143,高一英语基础课（2）,英语
45511,素描(初级),艺术
45228,产品设计工作室（2）,通用技术
48357,男子羽毛球2,体育
45280,羽毛球高级（男）,体育
307649,飞盘俱乐部,体育
57127,飞盘俱乐部,体育
56997,Politics in the age of Big Media,校本课程
52835,International Macroeconomics,校本课程
52863,Advanced STATISTICS,校本课程
52872,飞盘俱乐部,体育
51408,Economics An Introductory Course,校本课程
51430,极限飞盘,校本课程
47468,Biology 1.3 SL,生物
47422,Modern World History 1.1,历史
47411,Integrated Math 1.3 SL,数学
45333,Track/Cross Country 1.1,体育
45326,书院自治会工作坊,校本课程
47197,戏剧表演,艺术
47245,性别研究,校本课程
47380,生物科学实验,生物
48632,流行乐队演奏(学期制),艺术
48700,书院杯篮球训练课男生(元培),体育
48759,生物必修2(SL),生物
47977,英语必修5-SL,英语
48760,数学必修3-HL,数学
48224,男子排球2,体育
48116,语文必修5-SL,语文
48766,数学选修2-1 HL,数学
47973,物理选修3-3,物理
48255,音响操作与现场录制（学段制）,艺术
48768,无机化学4(HL),化学
48711,生物必修1(SL),生物
48335,舞蹈(牛仔舞),艺术
48770,物理选修3-1-SL,物理
48715,物理必修1-SL,物理
47163,欧美流行音乐赏析,艺术
47771,经济学原理,思想政治
45351,性别研究,校本课程
45247,林传甲《中国文学史》,校本课程
45355,Pride and Prejudice 导读（2）,英语
48203,物理选修3-4,物理
48230,男子排球3,体育
48074,地理必修3,地理
47935,心灵减压课,校本课程
47915,数学选修2-1,数学
48214,英语必修5,英语
48208,生物必修3,生物
47954,历史必修3,历史
48226,物理选修3-1,物理
48217,数学必修3,数学
48228,化学选修4,化学
48144,语文必修5,语文
48078,物理选修3-3,物理
48220,政治必修4,思想政治
48231,男子排球1,体育
48216,高中物理拓展实验I,校本课程
48169,通用必修2,通用技术
48187,生物必修2,生物
48223,摄影,艺术
48197,地理必修1,地理
48181,生物必修1,生物
52188,生物选修1,生物
52529,化学选修2,化学
52544,数学选修2-2,数学
52398,书院杯足球赛,体育
52235,政治必修3,思想政治
50994,《古文观止》选读,语文
50674,化学选修1,化学
50573,数学选修2-1,数学
50502,篮球初级,体育
50787,羽毛球初级,体育
50955,物理选修3-2,物理
47735,语文现当代散文名作欣赏（2）,语文
45240,软件开发（TIC社团课）,信息技术
49293,英语必修1,英语
45277,田径（3）,体育
47113,元培生物SL4（1）,生物
47133,化学荣誉课程4SL,化学
47172,粘土手工设计与制作（中级）,艺术
45126,唐宋八大家散文,语文
45147,服装设计,通用技术
45238,中国近现代史（1）,历史
47964,元培历史地理,地理
48106,电影艺术基础,艺术
48121,C程序设计(学段制),信息技术
48124,男子羽毛球1,体育
48980,平面设计(美术),艺术
49257,信息技术必修1,信息技术
48755,男子地板球2,体育
47251,多媒体技术（2）,信息技术
45305,物理选修3-3（1）,物理
48769,物理选修3-5-HL,物理
48790,纸包装设计,校本课程
48789,生物必修3(SL),生物
48784,中国近现代史,历史
48156,数学必修3-SL,数学
47980,乒乓球初级(男),体育
48726,数学必修2-SL,数学
48758,性别研究,校本课程
52368,田径,体育
52220,政治必修3,思想政治
50444,电影艺术基础,艺术
50690,人工智能及模式识别,信息技术
47158,英语高级文学阅读（Everything I Never Told You）（1）,英语
47573,女子羽毛球初级,体育
47633,物理选修3-5（3）,物理
45336,英语高级文学阅读（1）,英语
45148,烘焙技术,通用技术
48350,The American Studies Anthology,思想政治
49081,女子武术:防身术1-剑,体育
49180,3单元足球杯女足（行知学院）,体育
48612,北京的变迁,校本课程
48087,女子地板球2,体育
45274,数学荣誉课程3SL(2),数学
45324,元培经济学（2）,思想政治
307606,English Humanity Seminar 3,校本课程
312059,The history of Modern European Warfare,校本课程
312052,左传,校本课程
57012,Studio Arts,校本课程
57006,English Humanity Seminar 3,校本课程
57145,戏剧社,艺术
57024,IRP 3,校本课程
51556,戏剧社,艺术
52840,"Shakespeare, Marlowe, and Johnson:UK  ELC",校本课程
52700,健身课,体育
52382,空竹初级,体育
52766,Physics-third science,校本课程
51336,Chinese Literature 红楼梦,校本课程
50746,粘土手工设计与制作(初级),艺术
50864,基础日语(上),校本课程
51397,Music Theory Aural Skill 1,校本课程
47408,English/Humanities 1.1,英语
47440,Integrated Math 1.1 HL,数学
47566,女子柔道初级,体育
47386,袁世凯与民国政治《袁氏当国》导读,语文
45489,英语中级文学阅读（8）,英语
45275,田径（1）,体育
48519,男子足球2,体育
48516,3单元足球杯男足（行知学院）,体育
48064,男子乒乓球2,体育
52350,《旧约圣经》研读,语文
52479,创意写作,语文
50743,水煮蛋设计工作室,艺术
50662,人间研究(非虚构写作),语文
47722,语文《红楼梦》赏读（2）,语文
45146,元培地貌学,地理
48495,元培文化地理,地理
45370,《生物技术入门—万能灵药，还是新潘多拉魔盒？》,校本课程
48622,数学与文化II,校本课程
48721,中国近现代史,历史
48003,服饰文化研究,艺术
48979,女子空竹,体育
48282,创想设计社团(学期制),艺术
49268,博雅书院戏剧节剧组（学期制）,艺术
48530,编剧,艺术
52408,音响操作与现场录制,艺术
52891,力学提高,校本课程
50902,吉他(初级),艺术
50911,摄影,艺术
52286,Ender's Game,英语
50607,APP应用开发(初级),信息技术
50863,基础日语(下),校本课程
50870,相对论,校本课程
47529,科幻文学概论,校本课程
47769,沈从文研读,语文
45213,电影艺术基础,艺术
48577,一个专业_一个世界(讨论课),校本课程
45453,纪录片创作---学期课(1),艺术
48280,社会学与中国社会,思想政治
48618,书院杯篮球训练课男生(博雅),体育
48902,物理选修3-3,物理
48867,灯光操作,艺术
307653,管乐团,艺术
307615,IRP 3,校本课程
312034,Seminar — Integrals and Differential Equations,校本课程
324934,Jazz Band,艺术
312111,女子排球初级,体育
312051,Gender and Social Norms in Films,校本课程
312049,Foundation-Beauty and Truth  美与真,校本课程
57140,管乐团,艺术
56989,Calculus 1,校本课程
57009,Jazz Band,校本课程
57008,Music History,校本课程
51581,English Humanity Seminar 2,校本课程
52914,Music Theory/Aural Skills II,校本课程
52854,Jazz Band,校本课程
51328,biology-third science,校本课程
50826,书院戏剧节,艺术
51390,Integrated Maths 2,校本课程
50651,跆拳道中级,体育
50499,书院篮球赛事,体育
47694,Chinese/Humanities 1.3,语文
47397,Chemistry 1.2 SL,化学
47420,English/Humanities 1.3,英语
47441,Modern World History 1.3,历史
50999,科幻文学概论,校本课程
47171,平面设计,艺术
47294,元培数学荣誉课程4SL,数学